SLy4 (TOV)  M1 =    1.40080e+00  R1 =    1.15988e+06  om0 =    1.09158e+04  Ebind =    4.46654e+53
        r,             rho,           pr,           grav,           m(r),         Gam1,          csq,          bruntsq,         nn,            np,            ne,           nmu,           mun,            mup,          mue,           mumu
    5.44216e+05    7.95529e+14    7.77564e+34    1.32498e+14    2.95646e-01    2.68226e+00    2.62169e+20    9.90849e+04    4.12530e+38    3.29445e+37    2.21366e+37    1.08079e+37    1.77955e-03    1.50492e-03    2.74627e-04    2.74627e-04
    5.44332e+05    7.95449e+14    7.77355e+34    1.32518e+14    2.95819e-01    2.68232e+00    2.62130e+20    9.91475e+04    4.12493e+38    3.29411e+37    2.21347e+37    1.08064e+37    1.77950e-03    1.50488e-03    2.74619e-04    2.74619e-04
    5.44448e+05    7.95369e+14    7.77145e+34    1.32539e+14    2.95992e-01    2.68238e+00    2.62092e+20    9.92100e+04    4.12456e+38    3.29376e+37    2.21328e+37    1.08049e+37    1.77945e-03    1.50484e-03    2.74611e-04    2.74611e-04
    5.44564e+05    7.95289e+14    7.76935e+34    1.32560e+14    2.96165e-01    2.68243e+00    2.62053e+20    9.92726e+04    4.12419e+38    3.29342e+37    2.21308e+37    1.08034e+37    1.77940e-03    1.50480e-03    2.74603e-04    2.74603e-04
    5.44680e+05    7.95209e+14    7.76726e+34    1.32581e+14    2.96337e-01    2.68249e+00    2.62014e+20    9.93353e+04    4.12382e+38    3.29307e+37    2.21289e+37    1.08018e+37    1.77936e-03    1.50476e-03    2.74595e-04    2.74595e-04
    5.44796e+05    7.95129e+14    7.76516e+34    1.32602e+14    2.96510e-01    2.68255e+00    2.61976e+20    9.93980e+04    4.12345e+38    3.29273e+37    2.21270e+37    1.08003e+37    1.77931e-03    1.50472e-03    2.74587e-04    2.74587e-04
    5.44912e+05    7.95049e+14    7.76307e+34    1.32623e+14    2.96683e-01    2.68261e+00    2.61937e+20    9.94607e+04    4.12308e+38    3.29238e+37    2.21250e+37    1.07988e+37    1.77926e-03    1.50468e-03    2.74579e-04    2.74579e-04
    5.45028e+05    7.94969e+14    7.76097e+34    1.32644e+14    2.96856e-01    2.68267e+00    2.61899e+20    9.95235e+04    4.12271e+38    3.29204e+37    2.21231e+37    1.07973e+37    1.77922e-03    1.50465e-03    2.74571e-04    2.74571e-04
    5.45144e+05    7.94888e+14    7.75887e+34    1.32665e+14    2.97029e-01    2.68273e+00    2.61860e+20    9.95863e+04    4.12234e+38    3.29169e+37    2.21212e+37    1.07958e+37    1.77917e-03    1.50461e-03    2.74563e-04    2.74563e-04
    5.45260e+05    7.94808e+14    7.75678e+34    1.32685e+14    2.97203e-01    2.68279e+00    2.61822e+20    9.96492e+04    4.12197e+38    3.29135e+37    2.21192e+37    1.07942e+37    1.77912e-03    1.50457e-03    2.74555e-04    2.74555e-04
    5.45376e+05    7.94728e+14    7.75468e+34    1.32706e+14    2.97376e-01    2.68285e+00    2.61783e+20    9.97121e+04    4.12160e+38    3.29100e+37    2.21173e+37    1.07927e+37    1.77907e-03    1.50453e-03    2.74547e-04    2.74547e-04
    5.45492e+05    7.94648e+14    7.75258e+34    1.32727e+14    2.97549e-01    2.68291e+00    2.61744e+20    9.97750e+04    4.12123e+38    3.29066e+37    2.21154e+37    1.07912e+37    1.77903e-03    1.50449e-03    2.74539e-04    2.74539e-04
    5.45608e+05    7.94567e+14    7.75048e+34    1.32748e+14    2.97722e-01    2.68297e+00    2.61706e+20    9.98380e+04    4.12086e+38    3.29031e+37    2.21135e+37    1.07897e+37    1.77898e-03    1.50445e-03    2.74531e-04    2.74531e-04
    5.45724e+05    7.94487e+14    7.74839e+34    1.32769e+14    2.97896e-01    2.68303e+00    2.61667e+20    9.99011e+04    4.12049e+38    3.28997e+37    2.21115e+37    1.07882e+37    1.77893e-03    1.50441e-03    2.74523e-04    2.74523e-04
    5.45840e+05    7.94407e+14    7.74629e+34    1.32790e+14    2.98069e-01    2.68308e+00    2.61629e+20    9.99642e+04    4.12011e+38    3.28962e+37    2.21096e+37    1.07866e+37    1.77889e-03    1.50437e-03    2.74515e-04    2.74515e-04
    5.45956e+05    7.94327e+14    7.74419e+34    1.32810e+14    2.98243e-01    2.68314e+00    2.61590e+20    1.00027e+05    4.11974e+38    3.28928e+37    2.21077e+37    1.07851e+37    1.77884e-03    1.50433e-03    2.74507e-04    2.74507e-04
    5.46072e+05    7.94246e+14    7.74209e+34    1.32831e+14    2.98416e-01    2.68320e+00    2.61551e+20    1.00090e+05    4.11937e+38    3.28893e+37    2.21057e+37    1.07836e+37    1.77879e-03    1.50429e-03    2.74499e-04    2.74499e-04
    5.46188e+05    7.94166e+14    7.74000e+34    1.32852e+14    2.98590e-01    2.68326e+00    2.61513e+20    1.00154e+05    4.11900e+38    3.28859e+37    2.21038e+37    1.07821e+37    1.77874e-03    1.50425e-03    2.74491e-04    2.74491e-04
    5.46304e+05    7.94086e+14    7.73790e+34    1.32873e+14    2.98763e-01    2.68332e+00    2.61474e+20    1.00217e+05    4.11863e+38    3.28824e+37    2.21019e+37    1.07806e+37    1.77870e-03    1.50421e-03    2.74483e-04    2.74483e-04
    5.46420e+05    7.94005e+14    7.73580e+34    1.32894e+14    2.98937e-01    2.68338e+00    2.61435e+20    1.00280e+05    4.11826e+38    3.28789e+37    2.20999e+37    1.07790e+37    1.77865e-03    1.50418e-03    2.74475e-04    2.74475e-04
    5.46536e+05    7.93925e+14    7.73370e+34    1.32915e+14    2.99111e-01    2.68344e+00    2.61397e+20    1.00344e+05    4.11789e+38    3.28755e+37    2.20980e+37    1.07775e+37    1.77860e-03    1.50414e-03    2.74467e-04    2.74467e-04
    5.46652e+05    7.93844e+14    7.73160e+34    1.32935e+14    2.99284e-01    2.68350e+00    2.61358e+20    1.00407e+05    4.11751e+38    3.28720e+37    2.20960e+37    1.07760e+37    1.77856e-03    1.50410e-03    2.74459e-04    2.74459e-04
    5.46768e+05    7.93764e+14    7.72950e+34    1.32956e+14    2.99458e-01    2.68356e+00    2.61319e+20    1.00470e+05    4.11714e+38    3.28686e+37    2.20941e+37    1.07745e+37    1.77851e-03    1.50406e-03    2.74451e-04    2.74451e-04
    5.46884e+05    7.93684e+14    7.72741e+34    1.32977e+14    2.99632e-01    2.68362e+00    2.61281e+20    1.00534e+05    4.11677e+38    3.28651e+37    2.20922e+37    1.07729e+37    1.77846e-03    1.50402e-03    2.74443e-04    2.74443e-04
    5.47000e+05    7.93603e+14    7.72531e+34    1.32998e+14    2.99806e-01    2.68368e+00    2.61242e+20    1.00597e+05    4.11640e+38    3.28616e+37    2.20902e+37    1.07714e+37    1.77841e-03    1.50398e-03    2.74435e-04    2.74435e-04
    5.47116e+05    7.93523e+14    7.72321e+34    1.33018e+14    2.99980e-01    2.68374e+00    2.61203e+20    1.00661e+05    4.11603e+38    3.28582e+37    2.20883e+37    1.07699e+37    1.77837e-03    1.50394e-03    2.74427e-04    2.74427e-04
    5.47232e+05    7.93442e+14    7.72111e+34    1.33039e+14    3.00154e-01    2.68380e+00    2.61164e+20    1.00725e+05    4.11565e+38    3.28547e+37    2.20864e+37    1.07684e+37    1.77832e-03    1.50390e-03    2.74419e-04    2.74419e-04
    5.47348e+05    7.93362e+14    7.71901e+34    1.33060e+14    3.00328e-01    2.68386e+00    2.61126e+20    1.00788e+05    4.11528e+38    3.28513e+37    2.20844e+37    1.07668e+37    1.77827e-03    1.50386e-03    2.74411e-04    2.74411e-04
    5.47464e+05    7.93281e+14    7.71691e+34    1.33081e+14    3.00503e-01    2.68391e+00    2.61087e+20    1.00852e+05    4.11491e+38    3.28478e+37    2.20825e+37    1.07653e+37    1.77823e-03    1.50382e-03    2.74403e-04    2.74403e-04
    5.47580e+05    7.93201e+14    7.71481e+34    1.33102e+14    3.00677e-01    2.68397e+00    2.61048e+20    1.00916e+05    4.11454e+38    3.28443e+37    2.20805e+37    1.07638e+37    1.77818e-03    1.50378e-03    2.74395e-04    2.74395e-04
    5.47696e+05    7.93120e+14    7.71271e+34    1.33122e+14    3.00851e-01    2.68403e+00    2.61009e+20    1.00979e+05    4.11417e+38    3.28409e+37    2.20786e+37    1.07623e+37    1.77813e-03    1.50374e-03    2.74387e-04    2.74387e-04
    5.47812e+05    7.93040e+14    7.71061e+34    1.33143e+14    3.01026e-01    2.68409e+00    2.60971e+20    1.01043e+05    4.11379e+38    3.28374e+37    2.20767e+37    1.07607e+37    1.77808e-03    1.50371e-03    2.74379e-04    2.74379e-04
    5.47928e+05    7.92959e+14    7.70851e+34    1.33164e+14    3.01200e-01    2.68415e+00    2.60932e+20    1.01107e+05    4.11342e+38    3.28339e+37    2.20747e+37    1.07592e+37    1.77804e-03    1.50367e-03    2.74371e-04    2.74371e-04
    5.48044e+05    7.92878e+14    7.70641e+34    1.33185e+14    3.01374e-01    2.68421e+00    2.60893e+20    1.01171e+05    4.11305e+38    3.28304e+37    2.20728e+37    1.07577e+37    1.77799e-03    1.50363e-03    2.74363e-04    2.74363e-04
    5.48160e+05    7.92798e+14    7.70431e+34    1.33205e+14    3.01549e-01    2.68427e+00    2.60854e+20    1.01235e+05    4.11267e+38    3.28270e+37    2.20708e+37    1.07561e+37    1.77794e-03    1.50359e-03    2.74354e-04    2.74354e-04
    5.48276e+05    7.92717e+14    7.70221e+34    1.33226e+14    3.01724e-01    2.68433e+00    2.60815e+20    1.01299e+05    4.11230e+38    3.28235e+37    2.20689e+37    1.07546e+37    1.77789e-03    1.50355e-03    2.74346e-04    2.74346e-04
    5.48392e+05    7.92636e+14    7.70011e+34    1.33247e+14    3.01898e-01    2.68439e+00    2.60777e+20    1.01363e+05    4.11193e+38    3.28200e+37    2.20670e+37    1.07531e+37    1.77785e-03    1.50351e-03    2.74338e-04    2.74338e-04
    5.48508e+05    7.92556e+14    7.69801e+34    1.33268e+14    3.02073e-01    2.68445e+00    2.60738e+20    1.01427e+05    4.11156e+38    3.28166e+37    2.20650e+37    1.07516e+37    1.77780e-03    1.50347e-03    2.74330e-04    2.74330e-04
    5.48624e+05    7.92475e+14    7.69591e+34    1.33288e+14    3.02248e-01    2.68451e+00    2.60699e+20    1.01491e+05    4.11118e+38    3.28131e+37    2.20631e+37    1.07500e+37    1.77775e-03    1.50343e-03    2.74322e-04    2.74322e-04
    5.48740e+05    7.92394e+14    7.69381e+34    1.33309e+14    3.02423e-01    2.68457e+00    2.60660e+20    1.01556e+05    4.11081e+38    3.28096e+37    2.20611e+37    1.07485e+37    1.77771e-03    1.50339e-03    2.74314e-04    2.74314e-04
    5.48856e+05    7.92314e+14    7.69171e+34    1.33330e+14    3.02597e-01    2.68463e+00    2.60621e+20    1.01620e+05    4.11044e+38    3.28061e+37    2.20592e+37    1.07470e+37    1.77766e-03    1.50335e-03    2.74306e-04    2.74306e-04
    5.48972e+05    7.92233e+14    7.68961e+34    1.33350e+14    3.02772e-01    2.68469e+00    2.60582e+20    1.01684e+05    4.11006e+38    3.28027e+37    2.20572e+37    1.07454e+37    1.77761e-03    1.50331e-03    2.74298e-04    2.74298e-04
    5.49088e+05    7.92152e+14    7.68751e+34    1.33371e+14    3.02947e-01    2.68475e+00    2.60544e+20    1.01748e+05    4.10969e+38    3.27992e+37    2.20553e+37    1.07439e+37    1.77756e-03    1.50327e-03    2.74290e-04    2.74290e-04
    5.49204e+05    7.92071e+14    7.68541e+34    1.33392e+14    3.03122e-01    2.68481e+00    2.60505e+20    1.01813e+05    4.10932e+38    3.27957e+37    2.20533e+37    1.07424e+37    1.77752e-03    1.50323e-03    2.74282e-04    2.74282e-04
    5.49320e+05    7.91991e+14    7.68331e+34    1.33412e+14    3.03297e-01    2.68487e+00    2.60466e+20    1.01877e+05    4.10894e+38    3.27922e+37    2.20514e+37    1.07408e+37    1.77747e-03    1.50319e-03    2.74274e-04    2.74274e-04
    5.49435e+05    7.91910e+14    7.68120e+34    1.33433e+14    3.03473e-01    2.68493e+00    2.60427e+20    1.01942e+05    4.10857e+38    3.27888e+37    2.20495e+37    1.07393e+37    1.77742e-03    1.50316e-03    2.74266e-04    2.74266e-04
    5.49551e+05    7.91829e+14    7.67910e+34    1.33454e+14    3.03648e-01    2.68499e+00    2.60388e+20    1.02006e+05    4.10819e+38    3.27853e+37    2.20475e+37    1.07378e+37    1.77737e-03    1.50312e-03    2.74258e-04    2.74258e-04
    5.49667e+05    7.91748e+14    7.67700e+34    1.33475e+14    3.03823e-01    2.68505e+00    2.60349e+20    1.02071e+05    4.10782e+38    3.27818e+37    2.20456e+37    1.07362e+37    1.77733e-03    1.50308e-03    2.74250e-04    2.74250e-04
    5.49783e+05    7.91667e+14    7.67490e+34    1.33495e+14    3.03998e-01    2.68511e+00    2.60310e+20    1.02135e+05    4.10745e+38    3.27783e+37    2.20436e+37    1.07347e+37    1.77728e-03    1.50304e-03    2.74242e-04    2.74242e-04
    5.49899e+05    7.91586e+14    7.67280e+34    1.33516e+14    3.04174e-01    2.68516e+00    2.60271e+20    1.02200e+05    4.10707e+38    3.27748e+37    2.20417e+37    1.07332e+37    1.77723e-03    1.50300e-03    2.74233e-04    2.74233e-04
    5.50015e+05    7.91506e+14    7.67070e+34    1.33537e+14    3.04349e-01    2.68522e+00    2.60232e+20    1.02264e+05    4.10670e+38    3.27714e+37    2.20397e+37    1.07317e+37    1.77718e-03    1.50296e-03    2.74225e-04    2.74225e-04
    5.50131e+05    7.91425e+14    7.66859e+34    1.33557e+14    3.04525e-01    2.68528e+00    2.60194e+20    1.02329e+05    4.10632e+38    3.27679e+37    2.20378e+37    1.07301e+37    1.77714e-03    1.50292e-03    2.74217e-04    2.74217e-04
    5.50247e+05    7.91344e+14    7.66649e+34    1.33578e+14    3.04700e-01    2.68534e+00    2.60155e+20    1.02394e+05    4.10595e+38    3.27644e+37    2.20358e+37    1.07286e+37    1.77709e-03    1.50288e-03    2.74209e-04    2.74209e-04
    5.50363e+05    7.91263e+14    7.66439e+34    1.33598e+14    3.04876e-01    2.68540e+00    2.60116e+20    1.02459e+05    4.10557e+38    3.27609e+37    2.20339e+37    1.07270e+37    1.77704e-03    1.50284e-03    2.74201e-04    2.74201e-04
    5.50479e+05    7.91182e+14    7.66229e+34    1.33619e+14    3.05051e-01    2.68546e+00    2.60077e+20    1.02524e+05    4.10520e+38    3.27574e+37    2.20319e+37    1.07255e+37    1.77699e-03    1.50280e-03    2.74193e-04    2.74193e-04
    5.50595e+05    7.91101e+14    7.66018e+34    1.33640e+14    3.05227e-01    2.68552e+00    2.60038e+20    1.02589e+05    4.10482e+38    3.27539e+37    2.20300e+37    1.07240e+37    1.77695e-03    1.50276e-03    2.74185e-04    2.74185e-04
    5.50711e+05    7.91020e+14    7.65808e+34    1.33660e+14    3.05403e-01    2.68558e+00    2.59999e+20    1.02653e+05    4.10445e+38    3.27504e+37    2.20280e+37    1.07224e+37    1.77690e-03    1.50272e-03    2.74177e-04    2.74177e-04
    5.50827e+05    7.90939e+14    7.65598e+34    1.33681e+14    3.05579e-01    2.68564e+00    2.59960e+20    1.02718e+05    4.10408e+38    3.27470e+37    2.20261e+37    1.07209e+37    1.77685e-03    1.50268e-03    2.74169e-04    2.74169e-04
    5.50943e+05    7.90858e+14    7.65388e+34    1.33702e+14    3.05755e-01    2.68570e+00    2.59921e+20    1.02783e+05    4.10370e+38    3.27435e+37    2.20241e+37    1.07194e+37    1.77681e-03    1.50264e-03    2.74161e-04    2.74161e-04
    5.51059e+05    7.90777e+14    7.65177e+34    1.33722e+14    3.05931e-01    2.68576e+00    2.59882e+20    1.02849e+05    4.10333e+38    3.27400e+37    2.20222e+37    1.07178e+37    1.77676e-03    1.50261e-03    2.74153e-04    2.74153e-04
    5.51175e+05    7.90696e+14    7.64967e+34    1.33743e+14    3.06107e-01    2.68582e+00    2.59843e+20    1.02914e+05    4.10295e+38    3.27365e+37    2.20202e+37    1.07163e+37    1.77671e-03    1.50257e-03    2.74144e-04    2.74144e-04
    5.51291e+05    7.90615e+14    7.64757e+34    1.33764e+14    3.06283e-01    2.68588e+00    2.59804e+20    1.02979e+05    4.10257e+38    3.27330e+37    2.20182e+37    1.07148e+37    1.77666e-03    1.50253e-03    2.74136e-04    2.74136e-04
    5.51407e+05    7.90534e+14    7.64546e+34    1.33784e+14    3.06459e-01    2.68594e+00    2.59765e+20    1.03044e+05    4.10220e+38    3.27295e+37    2.20163e+37    1.07132e+37    1.77662e-03    1.50249e-03    2.74128e-04    2.74128e-04
    5.51523e+05    7.90453e+14    7.64336e+34    1.33805e+14    3.06635e-01    2.68600e+00    2.59726e+20    1.03109e+05    4.10182e+38    3.27260e+37    2.20143e+37    1.07117e+37    1.77657e-03    1.50245e-03    2.74120e-04    2.74120e-04
    5.51639e+05    7.90371e+14    7.64126e+34    1.33825e+14    3.06811e-01    2.68606e+00    2.59687e+20    1.03175e+05    4.10145e+38    3.27225e+37    2.20124e+37    1.07101e+37    1.77652e-03    1.50241e-03    2.74112e-04    2.74112e-04
    5.51755e+05    7.90290e+14    7.63915e+34    1.33846e+14    3.06987e-01    2.68612e+00    2.59648e+20    1.03240e+05    4.10107e+38    3.27190e+37    2.20104e+37    1.07086e+37    1.77647e-03    1.50237e-03    2.74104e-04    2.74104e-04
    5.51871e+05    7.90209e+14    7.63705e+34    1.33867e+14    3.07164e-01    2.68618e+00    2.59609e+20    1.03305e+05    4.10070e+38    3.27155e+37    2.20085e+37    1.07071e+37    1.77643e-03    1.50233e-03    2.74096e-04    2.74096e-04
    5.51987e+05    7.90128e+14    7.63494e+34    1.33887e+14    3.07340e-01    2.68624e+00    2.59569e+20    1.03371e+05    4.10032e+38    3.27120e+37    2.20065e+37    1.07055e+37    1.77638e-03    1.50229e-03    2.74088e-04    2.74088e-04
    5.52103e+05    7.90047e+14    7.63284e+34    1.33908e+14    3.07516e-01    2.68630e+00    2.59530e+20    1.03436e+05    4.09995e+38    3.27085e+37    2.20046e+37    1.07040e+37    1.77633e-03    1.50225e-03    2.74080e-04    2.74080e-04
    5.52219e+05    7.89966e+14    7.63074e+34    1.33928e+14    3.07693e-01    2.68636e+00    2.59491e+20    1.03502e+05    4.09957e+38    3.27050e+37    2.20026e+37    1.07025e+37    1.77628e-03    1.50221e-03    2.74071e-04    2.74071e-04
    5.52335e+05    7.89884e+14    7.62863e+34    1.33949e+14    3.07869e-01    2.68642e+00    2.59452e+20    1.03567e+05    4.09919e+38    3.27015e+37    2.20006e+37    1.07009e+37    1.77624e-03    1.50217e-03    2.74063e-04    2.74063e-04
    5.52451e+05    7.89803e+14    7.62653e+34    1.33969e+14    3.08046e-01    2.68648e+00    2.59413e+20    1.03633e+05    4.09882e+38    3.26980e+37    2.19987e+37    1.06994e+37    1.77619e-03    1.50213e-03    2.74055e-04    2.74055e-04
    5.52567e+05    7.89722e+14    7.62442e+34    1.33990e+14    3.08223e-01    2.68654e+00    2.59374e+20    1.03699e+05    4.09844e+38    3.26945e+37    2.19967e+37    1.06978e+37    1.77614e-03    1.50209e-03    2.74047e-04    2.74047e-04
    5.52683e+05    7.89641e+14    7.62232e+34    1.34011e+14    3.08399e-01    2.68660e+00    2.59335e+20    1.03764e+05    4.09807e+38    3.26910e+37    2.19948e+37    1.06963e+37    1.77609e-03    1.50205e-03    2.74039e-04    2.74039e-04
    5.52799e+05    7.89559e+14    7.62021e+34    1.34031e+14    3.08576e-01    2.68666e+00    2.59296e+20    1.03830e+05    4.09769e+38    3.26875e+37    2.19928e+37    1.06948e+37    1.77604e-03    1.50201e-03    2.74031e-04    2.74031e-04
    5.52915e+05    7.89478e+14    7.61811e+34    1.34052e+14    3.08753e-01    2.68672e+00    2.59257e+20    1.03896e+05    4.09731e+38    3.26840e+37    2.19908e+37    1.06932e+37    1.77600e-03    1.50197e-03    2.74023e-04    2.74023e-04
    5.53031e+05    7.89397e+14    7.61600e+34    1.34072e+14    3.08930e-01    2.68678e+00    2.59217e+20    1.03962e+05    4.09694e+38    3.26805e+37    2.19889e+37    1.06917e+37    1.77595e-03    1.50194e-03    2.74014e-04    2.74014e-04
    5.53147e+05    7.89315e+14    7.61390e+34    1.34093e+14    3.09107e-01    2.68684e+00    2.59178e+20    1.04028e+05    4.09656e+38    3.26770e+37    2.19869e+37    1.06901e+37    1.77590e-03    1.50190e-03    2.74006e-04    2.74006e-04
    5.53263e+05    7.89234e+14    7.61179e+34    1.34113e+14    3.09284e-01    2.68690e+00    2.59139e+20    1.04094e+05    4.09618e+38    3.26735e+37    2.19850e+37    1.06886e+37    1.77585e-03    1.50186e-03    2.73998e-04    2.73998e-04
    5.53379e+05    7.89153e+14    7.60969e+34    1.34134e+14    3.09461e-01    2.68696e+00    2.59100e+20    1.04160e+05    4.09581e+38    3.26700e+37    2.19830e+37    1.06870e+37    1.77581e-03    1.50182e-03    2.73990e-04    2.73990e-04
    5.53495e+05    7.89071e+14    7.60758e+34    1.34154e+14    3.09638e-01    2.68702e+00    2.59061e+20    1.04226e+05    4.09543e+38    3.26665e+37    2.19810e+37    1.06855e+37    1.77576e-03    1.50178e-03    2.73982e-04    2.73982e-04
    5.53611e+05    7.88990e+14    7.60548e+34    1.34175e+14    3.09815e-01    2.68708e+00    2.59022e+20    1.04292e+05    4.09505e+38    3.26630e+37    2.19791e+37    1.06840e+37    1.77571e-03    1.50174e-03    2.73974e-04    2.73974e-04
    5.53727e+05    7.88908e+14    7.60337e+34    1.34195e+14    3.09992e-01    2.68714e+00    2.58982e+20    1.04358e+05    4.09468e+38    3.26595e+37    2.19771e+37    1.06824e+37    1.77566e-03    1.50170e-03    2.73966e-04    2.73966e-04
    5.53843e+05    7.88827e+14    7.60126e+34    1.34216e+14    3.10170e-01    2.68720e+00    2.58943e+20    1.04424e+05    4.09430e+38    3.26560e+37    2.19751e+37    1.06809e+37    1.77562e-03    1.50166e-03    2.73957e-04    2.73957e-04
    5.53959e+05    7.88745e+14    7.59916e+34    1.34236e+14    3.10347e-01    2.68726e+00    2.58904e+20    1.04490e+05    4.09392e+38    3.26525e+37    2.19732e+37    1.06793e+37    1.77557e-03    1.50162e-03    2.73949e-04    2.73949e-04
    5.54075e+05    7.88664e+14    7.59705e+34    1.34257e+14    3.10524e-01    2.68732e+00    2.58865e+20    1.04557e+05    4.09354e+38    3.26490e+37    2.19712e+37    1.06778e+37    1.77552e-03    1.50158e-03    2.73941e-04    2.73941e-04
    5.54191e+05    7.88582e+14    7.59495e+34    1.34277e+14    3.10702e-01    2.68738e+00    2.58826e+20    1.04623e+05    4.09317e+38    3.26455e+37    2.19692e+37    1.06762e+37    1.77547e-03    1.50154e-03    2.73933e-04    2.73933e-04
    5.54307e+05    7.88501e+14    7.59284e+34    1.34298e+14    3.10879e-01    2.68744e+00    2.58786e+20    1.04689e+05    4.09279e+38    3.26420e+37    2.19673e+37    1.06747e+37    1.77543e-03    1.50150e-03    2.73925e-04    2.73925e-04
    5.54423e+05    7.88419e+14    7.59073e+34    1.34318e+14    3.11057e-01    2.68750e+00    2.58747e+20    1.04756e+05    4.09241e+38    3.26384e+37    2.19653e+37    1.06731e+37    1.77538e-03    1.50146e-03    2.73917e-04    2.73917e-04
    5.54539e+05    7.88338e+14    7.58863e+34    1.34339e+14    3.11235e-01    2.68756e+00    2.58708e+20    1.04822e+05    4.09203e+38    3.26349e+37    2.19633e+37    1.06716e+37    1.77533e-03    1.50142e-03    2.73908e-04    2.73908e-04
    5.54655e+05    7.88256e+14    7.58652e+34    1.34359e+14    3.11412e-01    2.68762e+00    2.58669e+20    1.04889e+05    4.09166e+38    3.26314e+37    2.19614e+37    1.06700e+37    1.77528e-03    1.50138e-03    2.73900e-04    2.73900e-04
    5.54771e+05    7.88175e+14    7.58441e+34    1.34380e+14    3.11590e-01    2.68768e+00    2.58629e+20    1.04955e+05    4.09128e+38    3.26279e+37    2.19594e+37    1.06685e+37    1.77523e-03    1.50134e-03    2.73892e-04    2.73892e-04
    5.54887e+05    7.88093e+14    7.58231e+34    1.34400e+14    3.11768e-01    2.68775e+00    2.58590e+20    1.05022e+05    4.09090e+38    3.26244e+37    2.19574e+37    1.06670e+37    1.77519e-03    1.50130e-03    2.73884e-04    2.73884e-04
    5.55003e+05    7.88012e+14    7.58020e+34    1.34421e+14    3.11946e-01    2.68781e+00    2.58551e+20    1.05088e+05    4.09052e+38    3.26209e+37    2.19555e+37    1.06654e+37    1.77514e-03    1.50126e-03    2.73876e-04    2.73876e-04
    5.55119e+05    7.87930e+14    7.57809e+34    1.34441e+14    3.12123e-01    2.68787e+00    2.58511e+20    1.05155e+05    4.09014e+38    3.26174e+37    2.19535e+37    1.06639e+37    1.77509e-03    1.50122e-03    2.73867e-04    2.73867e-04
    5.55235e+05    7.87848e+14    7.57598e+34    1.34462e+14    3.12301e-01    2.68793e+00    2.58472e+20    1.05222e+05    4.08977e+38    3.26138e+37    2.19515e+37    1.06623e+37    1.77504e-03    1.50118e-03    2.73859e-04    2.73859e-04
    5.55351e+05    7.87767e+14    7.57388e+34    1.34482e+14    3.12479e-01    2.68799e+00    2.58433e+20    1.05289e+05    4.08939e+38    3.26103e+37    2.19496e+37    1.06608e+37    1.77500e-03    1.50115e-03    2.73851e-04    2.73851e-04
    5.55467e+05    7.87685e+14    7.57177e+34    1.34502e+14    3.12657e-01    2.68805e+00    2.58394e+20    1.05355e+05    4.08901e+38    3.26068e+37    2.19476e+37    1.06592e+37    1.77495e-03    1.50111e-03    2.73843e-04    2.73843e-04
    5.55583e+05    7.87603e+14    7.56966e+34    1.34523e+14    3.12836e-01    2.68811e+00    2.58354e+20    1.05422e+05    4.08863e+38    3.26033e+37    2.19456e+37    1.06577e+37    1.77490e-03    1.50107e-03    2.73835e-04    2.73835e-04
    5.55699e+05    7.87522e+14    7.56755e+34    1.34543e+14    3.13014e-01    2.68817e+00    2.58315e+20    1.05489e+05    4.08825e+38    3.25998e+37    2.19437e+37    1.06561e+37    1.77485e-03    1.50103e-03    2.73826e-04    2.73826e-04
    5.55815e+05    7.87440e+14    7.56545e+34    1.34564e+14    3.13192e-01    2.68823e+00    2.58276e+20    1.05556e+05    4.08787e+38    3.25962e+37    2.19417e+37    1.06546e+37    1.77481e-03    1.50099e-03    2.73818e-04    2.73818e-04
    5.55931e+05    7.87358e+14    7.56334e+34    1.34584e+14    3.13370e-01    2.68829e+00    2.58236e+20    1.05623e+05    4.08749e+38    3.25927e+37    2.19397e+37    1.06530e+37    1.77476e-03    1.50095e-03    2.73810e-04    2.73810e-04
    5.56047e+05    7.87276e+14    7.56123e+34    1.34605e+14    3.13549e-01    2.68835e+00    2.58197e+20    1.05690e+05    4.08712e+38    3.25892e+37    2.19377e+37    1.06515e+37    1.77471e-03    1.50091e-03    2.73802e-04    2.73802e-04
    5.56163e+05    7.87195e+14    7.55912e+34    1.34625e+14    3.13727e-01    2.68841e+00    2.58158e+20    1.05757e+05    4.08674e+38    3.25857e+37    2.19358e+37    1.06499e+37    1.77466e-03    1.50087e-03    2.73794e-04    2.73794e-04
    5.56279e+05    7.87113e+14    7.55701e+34    1.34645e+14    3.13905e-01    2.68847e+00    2.58118e+20    1.05824e+05    4.08636e+38    3.25821e+37    2.19338e+37    1.06484e+37    1.77461e-03    1.50083e-03    2.73785e-04    2.73785e-04
    5.56395e+05    7.87031e+14    7.55491e+34    1.34666e+14    3.14084e-01    2.68853e+00    2.58079e+20    1.05892e+05    4.08598e+38    3.25786e+37    2.19318e+37    1.06468e+37    1.77457e-03    1.50079e-03    2.73777e-04    2.73777e-04
    5.56511e+05    7.86949e+14    7.55280e+34    1.34686e+14    3.14263e-01    2.68859e+00    2.58039e+20    1.05959e+05    4.08560e+38    3.25751e+37    2.19298e+37    1.06453e+37    1.77452e-03    1.50075e-03    2.73769e-04    2.73769e-04
