SLy4 (TOV)  M1 =    1.40080e+00  R1 =    1.15988e+06  om0 =    1.09158e+04  Ebind =    4.46654e+53
        r,             rho,           pr,           grav,           m(r),         Gam1,          csq,          bruntsq,         nn,            np,            ne,           nmu,           mun,            mup,          mue,           mumu
    2.35688e+05    9.49266e+14    1.23645e+35    6.34840e+13    2.65681e-02    2.57347e+00    3.35203e+20    1.45024e+04    4.81670e+38    3.94813e+37    2.57693e+37    1.37120e+37    1.87432e-03    1.58542e-03    2.88895e-04    2.88895e-04
    2.35804e+05    9.49231e+14    1.23633e+35    6.35139e+13    2.66068e-02    2.57350e+00    3.35187e+20    1.45171e+04    4.81654e+38    3.94798e+37    2.57685e+37    1.37113e+37    1.87429e-03    1.58540e-03    2.88892e-04    2.88892e-04
    2.35920e+05    9.49195e+14    1.23621e+35    6.35437e+13    2.66455e-02    2.57352e+00    3.35170e+20    1.45317e+04    4.81639e+38    3.94783e+37    2.57677e+37    1.37106e+37    1.87427e-03    1.58538e-03    2.88889e-04    2.88889e-04
    2.36036e+05    9.49160e+14    1.23609e+35    6.35736e+13    2.66842e-02    2.57354e+00    3.35154e+20    1.45464e+04    4.81624e+38    3.94768e+37    2.57668e+37    1.37100e+37    1.87425e-03    1.58536e-03    2.88886e-04    2.88886e-04
    2.36152e+05    9.49125e+14    1.23598e+35    6.36034e+13    2.67230e-02    2.57357e+00    3.35137e+20    1.45611e+04    4.81608e+38    3.94753e+37    2.57660e+37    1.37093e+37    1.87423e-03    1.58534e-03    2.88883e-04    2.88883e-04
    2.36268e+05    9.49089e+14    1.23586e+35    6.36332e+13    2.67618e-02    2.57359e+00    3.35121e+20    1.45758e+04    4.81593e+38    3.94738e+37    2.57652e+37    1.37086e+37    1.87420e-03    1.58532e-03    2.88879e-04    2.88879e-04
    2.36384e+05    9.49054e+14    1.23574e+35    6.36631e+13    2.68006e-02    2.57362e+00    3.35104e+20    1.45905e+04    4.81577e+38    3.94723e+37    2.57644e+37    1.37080e+37    1.87418e-03    1.58530e-03    2.88876e-04    2.88876e-04
    2.36500e+05    9.49018e+14    1.23562e+35    6.36929e+13    2.68395e-02    2.57364e+00    3.35088e+20    1.46052e+04    4.81562e+38    3.94708e+37    2.57635e+37    1.37073e+37    1.87416e-03    1.58529e-03    2.88873e-04    2.88873e-04
    2.36616e+05    9.48983e+14    1.23550e+35    6.37227e+13    2.68784e-02    2.57366e+00    3.35071e+20    1.46200e+04    4.81546e+38    3.94693e+37    2.57627e+37    1.37066e+37    1.87414e-03    1.58527e-03    2.88870e-04    2.88870e-04
    2.36732e+05    9.48948e+14    1.23538e+35    6.37525e+13    2.69174e-02    2.57369e+00    3.35055e+20    1.46347e+04    4.81531e+38    3.94678e+37    2.57619e+37    1.37059e+37    1.87411e-03    1.58525e-03    2.88867e-04    2.88867e-04
    2.36848e+05    9.48912e+14    1.23526e+35    6.37824e+13    2.69563e-02    2.57371e+00    3.35038e+20    1.46494e+04    4.81515e+38    3.94663e+37    2.57611e+37    1.37053e+37    1.87409e-03    1.58523e-03    2.88864e-04    2.88864e-04
    2.36964e+05    9.48877e+14    1.23515e+35    6.38122e+13    2.69954e-02    2.57374e+00    3.35021e+20    1.46642e+04    4.81500e+38    3.94648e+37    2.57602e+37    1.37046e+37    1.87407e-03    1.58521e-03    2.88861e-04    2.88861e-04
    2.37080e+05    9.48841e+14    1.23503e+35    6.38420e+13    2.70344e-02    2.57376e+00    3.35005e+20    1.46790e+04    4.81484e+38    3.94633e+37    2.57594e+37    1.37039e+37    1.87404e-03    1.58519e-03    2.88858e-04    2.88858e-04
    2.37196e+05    9.48805e+14    1.23491e+35    6.38718e+13    2.70735e-02    2.57378e+00    3.34988e+20    1.46937e+04    4.81468e+38    3.94618e+37    2.57586e+37    1.37033e+37    1.87402e-03    1.58517e-03    2.88855e-04    2.88855e-04
    2.37312e+05    9.48770e+14    1.23479e+35    6.39016e+13    2.71127e-02    2.57381e+00    3.34972e+20    1.47085e+04    4.81453e+38    3.94603e+37    2.57577e+37    1.37026e+37    1.87400e-03    1.58515e-03    2.88852e-04    2.88852e-04
    2.37428e+05    9.48734e+14    1.23467e+35    6.39315e+13    2.71518e-02    2.57383e+00    3.34955e+20    1.47233e+04    4.81437e+38    3.94588e+37    2.57569e+37    1.37019e+37    1.87398e-03    1.58513e-03    2.88849e-04    2.88849e-04
    2.37544e+05    9.48699e+14    1.23455e+35    6.39613e+13    2.71910e-02    2.57386e+00    3.34939e+20    1.47381e+04    4.81422e+38    3.94573e+37    2.57561e+37    1.37012e+37    1.87395e-03    1.58511e-03    2.88845e-04    2.88845e-04
    2.37660e+05    9.48663e+14    1.23443e+35    6.39911e+13    2.72303e-02    2.57388e+00    3.34922e+20    1.47529e+04    4.81406e+38    3.94558e+37    2.57553e+37    1.37006e+37    1.87393e-03    1.58509e-03    2.88842e-04    2.88842e-04
    2.37776e+05    9.48628e+14    1.23431e+35    6.40209e+13    2.72696e-02    2.57391e+00    3.34905e+20    1.47677e+04    4.81391e+38    3.94543e+37    2.57544e+37    1.36999e+37    1.87391e-03    1.58507e-03    2.88839e-04    2.88839e-04
    2.37892e+05    9.48592e+14    1.23419e+35    6.40507e+13    2.73089e-02    2.57393e+00    3.34889e+20    1.47825e+04    4.81375e+38    3.94528e+37    2.57536e+37    1.36992e+37    1.87388e-03    1.58505e-03    2.88836e-04    2.88836e-04
    2.38008e+05    9.48556e+14    1.23407e+35    6.40805e+13    2.73482e-02    2.57395e+00    3.34872e+20    1.47973e+04    4.81359e+38    3.94513e+37    2.57528e+37    1.36986e+37    1.87386e-03    1.58503e-03    2.88833e-04    2.88833e-04
    2.38124e+05    9.48521e+14    1.23396e+35    6.41103e+13    2.73876e-02    2.57398e+00    3.34856e+20    1.48121e+04    4.81344e+38    3.94498e+37    2.57519e+37    1.36979e+37    1.87384e-03    1.58501e-03    2.88830e-04    2.88830e-04
    2.38240e+05    9.48485e+14    1.23384e+35    6.41401e+13    2.74271e-02    2.57400e+00    3.34839e+20    1.48270e+04    4.81328e+38    3.94483e+37    2.57511e+37    1.36972e+37    1.87382e-03    1.58499e-03    2.88827e-04    2.88827e-04
    2.38355e+05    9.48449e+14    1.23372e+35    6.41699e+13    2.74665e-02    2.57403e+00    3.34822e+20    1.48418e+04    4.81313e+38    3.94468e+37    2.57503e+37    1.36965e+37    1.87379e-03    1.58497e-03    2.88824e-04    2.88824e-04
    2.38471e+05    9.48414e+14    1.23360e+35    6.41997e+13    2.75060e-02    2.57405e+00    3.34806e+20    1.48567e+04    4.81297e+38    3.94453e+37    2.57494e+37    1.36959e+37    1.87377e-03    1.58495e-03    2.88821e-04    2.88821e-04
    2.38587e+05    9.48378e+14    1.23348e+35    6.42295e+13    2.75456e-02    2.57407e+00    3.34789e+20    1.48715e+04    4.81281e+38    3.94438e+37    2.57486e+37    1.36952e+37    1.87375e-03    1.58493e-03    2.88817e-04    2.88817e-04
    2.38703e+05    9.48342e+14    1.23336e+35    6.42593e+13    2.75852e-02    2.57410e+00    3.34772e+20    1.48864e+04    4.81266e+38    3.94423e+37    2.57478e+37    1.36945e+37    1.87372e-03    1.58491e-03    2.88814e-04    2.88814e-04
    2.38819e+05    9.48306e+14    1.23324e+35    6.42891e+13    2.76248e-02    2.57412e+00    3.34756e+20    1.49013e+04    4.81250e+38    3.94408e+37    2.57469e+37    1.36938e+37    1.87370e-03    1.58489e-03    2.88811e-04    2.88811e-04
    2.38935e+05    9.48270e+14    1.23312e+35    6.43188e+13    2.76644e-02    2.57415e+00    3.34739e+20    1.49162e+04    4.81234e+38    3.94392e+37    2.57461e+37    1.36932e+37    1.87368e-03    1.58487e-03    2.88808e-04    2.88808e-04
    2.39051e+05    9.48235e+14    1.23300e+35    6.43486e+13    2.77041e-02    2.57417e+00    3.34722e+20    1.49311e+04    4.81219e+38    3.94377e+37    2.57453e+37    1.36925e+37    1.87366e-03    1.58485e-03    2.88805e-04    2.88805e-04
    2.39167e+05    9.48199e+14    1.23288e+35    6.43784e+13    2.77438e-02    2.57420e+00    3.34705e+20    1.49460e+04    4.81203e+38    3.94362e+37    2.57444e+37    1.36918e+37    1.87363e-03    1.58483e-03    2.88802e-04    2.88802e-04
    2.39283e+05    9.48163e+14    1.23276e+35    6.44082e+13    2.77836e-02    2.57422e+00    3.34689e+20    1.49609e+04    4.81187e+38    3.94347e+37    2.57436e+37    1.36911e+37    1.87361e-03    1.58481e-03    2.88799e-04    2.88799e-04
    2.39399e+05    9.48127e+14    1.23264e+35    6.44380e+13    2.78234e-02    2.57424e+00    3.34672e+20    1.49758e+04    4.81172e+38    3.94332e+37    2.57428e+37    1.36904e+37    1.87359e-03    1.58479e-03    2.88796e-04    2.88796e-04
    2.39515e+05    9.48091e+14    1.23252e+35    6.44677e+13    2.78632e-02    2.57427e+00    3.34655e+20    1.49908e+04    4.81156e+38    3.94317e+37    2.57419e+37    1.36898e+37    1.87356e-03    1.58477e-03    2.88792e-04    2.88792e-04
    2.39631e+05    9.48055e+14    1.23240e+35    6.44975e+13    2.79031e-02    2.57429e+00    3.34639e+20    1.50057e+04    4.81140e+38    3.94302e+37    2.57411e+37    1.36891e+37    1.87354e-03    1.58475e-03    2.88789e-04    2.88789e-04
    2.39747e+05    9.48019e+14    1.23228e+35    6.45273e+13    2.79430e-02    2.57432e+00    3.34622e+20    1.50206e+04    4.81125e+38    3.94287e+37    2.57402e+37    1.36884e+37    1.87352e-03    1.58473e-03    2.88786e-04    2.88786e-04
    2.39863e+05    9.47984e+14    1.23216e+35    6.45571e+13    2.79830e-02    2.57434e+00    3.34605e+20    1.50356e+04    4.81109e+38    3.94271e+37    2.57394e+37    1.36877e+37    1.87349e-03    1.58471e-03    2.88783e-04    2.88783e-04
    2.39979e+05    9.47948e+14    1.23204e+35    6.45868e+13    2.80230e-02    2.57437e+00    3.34588e+20    1.50506e+04    4.81093e+38    3.94256e+37    2.57386e+37    1.36871e+37    1.87347e-03    1.58469e-03    2.88780e-04    2.88780e-04
    2.40095e+05    9.47912e+14    1.23192e+35    6.46166e+13    2.80630e-02    2.57439e+00    3.34571e+20    1.50655e+04    4.81077e+38    3.94241e+37    2.57377e+37    1.36864e+37    1.87345e-03    1.58467e-03    2.88777e-04    2.88777e-04
    2.40211e+05    9.47876e+14    1.23180e+35    6.46464e+13    2.81030e-02    2.57442e+00    3.34555e+20    1.50805e+04    4.81062e+38    3.94226e+37    2.57369e+37    1.36857e+37    1.87342e-03    1.58465e-03    2.88774e-04    2.88774e-04
    2.40327e+05    9.47840e+14    1.23168e+35    6.46761e+13    2.81431e-02    2.57444e+00    3.34538e+20    1.50955e+04    4.81046e+38    3.94211e+37    2.57360e+37    1.36850e+37    1.87340e-03    1.58463e-03    2.88770e-04    2.88770e-04
    2.40443e+05    9.47804e+14    1.23156e+35    6.47059e+13    2.81833e-02    2.57446e+00    3.34521e+20    1.51105e+04    4.81030e+38    3.94195e+37    2.57352e+37    1.36843e+37    1.87338e-03    1.58461e-03    2.88767e-04    2.88767e-04
    2.40559e+05    9.47768e+14    1.23144e+35    6.47356e+13    2.82234e-02    2.57449e+00    3.34504e+20    1.51255e+04    4.81014e+38    3.94180e+37    2.57344e+37    1.36837e+37    1.87336e-03    1.58459e-03    2.88764e-04    2.88764e-04
    2.40675e+05    9.47732e+14    1.23132e+35    6.47654e+13    2.82636e-02    2.57451e+00    3.34487e+20    1.51405e+04    4.80999e+38    3.94165e+37    2.57335e+37    1.36830e+37    1.87333e-03    1.58457e-03    2.88761e-04    2.88761e-04
    2.40791e+05    9.47696e+14    1.23120e+35    6.47951e+13    2.83039e-02    2.57454e+00    3.34471e+20    1.51555e+04    4.80983e+38    3.94150e+37    2.57327e+37    1.36823e+37    1.87331e-03    1.58455e-03    2.88758e-04    2.88758e-04
    2.40907e+05    9.47659e+14    1.23108e+35    6.48249e+13    2.83442e-02    2.57456e+00    3.34454e+20    1.51706e+04    4.80967e+38    3.94135e+37    2.57318e+37    1.36816e+37    1.87329e-03    1.58453e-03    2.88755e-04    2.88755e-04
    2.41023e+05    9.47623e+14    1.23096e+35    6.48546e+13    2.83845e-02    2.57459e+00    3.34437e+20    1.51856e+04    4.80951e+38    3.94119e+37    2.57310e+37    1.36809e+37    1.87326e-03    1.58451e-03    2.88752e-04    2.88752e-04
    2.41139e+05    9.47587e+14    1.23084e+35    6.48844e+13    2.84248e-02    2.57461e+00    3.34420e+20    1.52006e+04    4.80936e+38    3.94104e+37    2.57302e+37    1.36802e+37    1.87324e-03    1.58449e-03    2.88748e-04    2.88748e-04
    2.41255e+05    9.47551e+14    1.23071e+35    6.49141e+13    2.84652e-02    2.57464e+00    3.34403e+20    1.52157e+04    4.80920e+38    3.94089e+37    2.57293e+37    1.36796e+37    1.87322e-03    1.58447e-03    2.88745e-04    2.88745e-04
    2.41371e+05    9.47515e+14    1.23059e+35    6.49439e+13    2.85057e-02    2.57466e+00    3.34386e+20    1.52308e+04    4.80904e+38    3.94073e+37    2.57285e+37    1.36789e+37    1.87319e-03    1.58445e-03    2.88742e-04    2.88742e-04
    2.41487e+05    9.47479e+14    1.23047e+35    6.49736e+13    2.85461e-02    2.57468e+00    3.34370e+20    1.52458e+04    4.80888e+38    3.94058e+37    2.57276e+37    1.36782e+37    1.87317e-03    1.58443e-03    2.88739e-04    2.88739e-04
    2.41603e+05    9.47443e+14    1.23035e+35    6.50034e+13    2.85866e-02    2.57471e+00    3.34353e+20    1.52609e+04    4.80872e+38    3.94043e+37    2.57268e+37    1.36775e+37    1.87315e-03    1.58441e-03    2.88736e-04    2.88736e-04
    2.41719e+05    9.47406e+14    1.23023e+35    6.50331e+13    2.86272e-02    2.57473e+00    3.34336e+20    1.52760e+04    4.80856e+38    3.94028e+37    2.57259e+37    1.36768e+37    1.87312e-03    1.58439e-03    2.88733e-04    2.88733e-04
    2.41835e+05    9.47370e+14    1.23011e+35    6.50628e+13    2.86678e-02    2.57476e+00    3.34319e+20    1.52911e+04    4.80841e+38    3.94012e+37    2.57251e+37    1.36761e+37    1.87310e-03    1.58437e-03    2.88730e-04    2.88730e-04
    2.41951e+05    9.47334e+14    1.22999e+35    6.50926e+13    2.87084e-02    2.57478e+00    3.34302e+20    1.53062e+04    4.80825e+38    3.93997e+37    2.57242e+37    1.36755e+37    1.87308e-03    1.58435e-03    2.88726e-04    2.88726e-04
    2.42067e+05    9.47298e+14    1.22987e+35    6.51223e+13    2.87490e-02    2.57481e+00    3.34285e+20    1.53213e+04    4.80809e+38    3.93982e+37    2.57234e+37    1.36748e+37    1.87305e-03    1.58433e-03    2.88723e-04    2.88723e-04
    2.42183e+05    9.47261e+14    1.22975e+35    6.51520e+13    2.87897e-02    2.57483e+00    3.34268e+20    1.53364e+04    4.80793e+38    3.93966e+37    2.57226e+37    1.36741e+37    1.87303e-03    1.58431e-03    2.88720e-04    2.88720e-04
    2.42299e+05    9.47225e+14    1.22963e+35    6.51817e+13    2.88305e-02    2.57486e+00    3.34251e+20    1.53516e+04    4.80777e+38    3.93951e+37    2.57217e+37    1.36734e+37    1.87301e-03    1.58429e-03    2.88717e-04    2.88717e-04
    2.42415e+05    9.47189e+14    1.22951e+35    6.52115e+13    2.88712e-02    2.57488e+00    3.34234e+20    1.53667e+04    4.80761e+38    3.93936e+37    2.57209e+37    1.36727e+37    1.87298e-03    1.58427e-03    2.88714e-04    2.88714e-04
    2.42531e+05    9.47152e+14    1.22938e+35    6.52412e+13    2.89120e-02    2.57491e+00    3.34217e+20    1.53818e+04    4.80745e+38    3.93920e+37    2.57200e+37    1.36720e+37    1.87296e-03    1.58425e-03    2.88711e-04    2.88711e-04
    2.42647e+05    9.47116e+14    1.22926e+35    6.52709e+13    2.89529e-02    2.57493e+00    3.34200e+20    1.53970e+04    4.80729e+38    3.93905e+37    2.57192e+37    1.36713e+37    1.87294e-03    1.58423e-03    2.88707e-04    2.88707e-04
    2.42763e+05    9.47080e+14    1.22914e+35    6.53006e+13    2.89938e-02    2.57495e+00    3.34183e+20    1.54122e+04    4.80713e+38    3.93890e+37    2.57183e+37    1.36707e+37    1.87291e-03    1.58421e-03    2.88704e-04    2.88704e-04
    2.42879e+05    9.47043e+14    1.22902e+35    6.53303e+13    2.90347e-02    2.57498e+00    3.34166e+20    1.54273e+04    4.80698e+38    3.93874e+37    2.57175e+37    1.36700e+37    1.87289e-03    1.58419e-03    2.88701e-04    2.88701e-04
    2.42995e+05    9.47007e+14    1.22890e+35    6.53601e+13    2.90756e-02    2.57500e+00    3.34149e+20    1.54425e+04    4.80682e+38    3.93859e+37    2.57166e+37    1.36693e+37    1.87287e-03    1.58417e-03    2.88698e-04    2.88698e-04
    2.43111e+05    9.46971e+14    1.22878e+35    6.53898e+13    2.91166e-02    2.57503e+00    3.34132e+20    1.54577e+04    4.80666e+38    3.93844e+37    2.57158e+37    1.36686e+37    1.87284e-03    1.58415e-03    2.88695e-04    2.88695e-04
    2.43227e+05    9.46934e+14    1.22866e+35    6.54195e+13    2.91577e-02    2.57505e+00    3.34115e+20    1.54729e+04    4.80650e+38    3.93828e+37    2.57149e+37    1.36679e+37    1.87282e-03    1.58413e-03    2.88691e-04    2.88691e-04
    2.43343e+05    9.46898e+14    1.22853e+35    6.54492e+13    2.91987e-02    2.57508e+00    3.34098e+20    1.54881e+04    4.80634e+38    3.93813e+37    2.57141e+37    1.36672e+37    1.87280e-03    1.58411e-03    2.88688e-04    2.88688e-04
    2.43459e+05    9.46861e+14    1.22841e+35    6.54789e+13    2.92398e-02    2.57510e+00    3.34081e+20    1.55033e+04    4.80618e+38    3.93798e+37    2.57132e+37    1.36665e+37    1.87277e-03    1.58409e-03    2.88685e-04    2.88685e-04
    2.43575e+05    9.46825e+14    1.22829e+35    6.55086e+13    2.92810e-02    2.57513e+00    3.34064e+20    1.55185e+04    4.80602e+38    3.93782e+37    2.57124e+37    1.36658e+37    1.87275e-03    1.58407e-03    2.88682e-04    2.88682e-04
    2.43691e+05    9.46788e+14    1.22817e+35    6.55383e+13    2.93222e-02    2.57515e+00    3.34047e+20    1.55338e+04    4.80586e+38    3.93767e+37    2.57115e+37    1.36651e+37    1.87273e-03    1.58405e-03    2.88679e-04    2.88679e-04
    2.43807e+05    9.46752e+14    1.22805e+35    6.55680e+13    2.93634e-02    2.57518e+00    3.34030e+20    1.55490e+04    4.80570e+38    3.93751e+37    2.57107e+37    1.36645e+37    1.87270e-03    1.58403e-03    2.88676e-04    2.88676e-04
    2.43923e+05    9.46715e+14    1.22793e+35    6.55977e+13    2.94046e-02    2.57520e+00    3.34013e+20    1.55642e+04    4.80554e+38    3.93736e+37    2.57098e+37    1.36638e+37    1.87268e-03    1.58401e-03    2.88672e-04    2.88672e-04
    2.44039e+05    9.46679e+14    1.22780e+35    6.56274e+13    2.94459e-02    2.57523e+00    3.33996e+20    1.55795e+04    4.80538e+38    3.93720e+37    2.57090e+37    1.36631e+37    1.87266e-03    1.58399e-03    2.88669e-04    2.88669e-04
    2.44155e+05    9.46642e+14    1.22768e+35    6.56571e+13    2.94873e-02    2.57525e+00    3.33979e+20    1.55948e+04    4.80522e+38    3.93705e+37    2.57081e+37    1.36624e+37    1.87263e-03    1.58397e-03    2.88666e-04    2.88666e-04
    2.44271e+05    9.46606e+14    1.22756e+35    6.56868e+13    2.95286e-02    2.57528e+00    3.33962e+20    1.56100e+04    4.80506e+38    3.93690e+37    2.57073e+37    1.36617e+37    1.87261e-03    1.58395e-03    2.88663e-04    2.88663e-04
    2.44387e+05    9.46569e+14    1.22744e+35    6.57164e+13    2.95700e-02    2.57530e+00    3.33945e+20    1.56253e+04    4.80490e+38    3.93674e+37    2.57064e+37    1.36610e+37    1.87259e-03    1.58393e-03    2.88660e-04    2.88660e-04
    2.44503e+05    9.46532e+14    1.22732e+35    6.57461e+13    2.96115e-02    2.57533e+00    3.33928e+20    1.56406e+04    4.80474e+38    3.93659e+37    2.57056e+37    1.36603e+37    1.87256e-03    1.58391e-03    2.88656e-04    2.88656e-04
    2.44619e+05    9.46496e+14    1.22719e+35    6.57758e+13    2.96530e-02    2.57535e+00    3.33911e+20    1.56559e+04    4.80458e+38    3.93643e+37    2.57047e+37    1.36596e+37    1.87254e-03    1.58389e-03    2.88653e-04    2.88653e-04
    2.44735e+05    9.46459e+14    1.22707e+35    6.58055e+13    2.96945e-02    2.57538e+00    3.33894e+20    1.56712e+04    4.80442e+38    3.93628e+37    2.57038e+37    1.36589e+37    1.87252e-03    1.58387e-03    2.88650e-04    2.88650e-04
    2.44851e+05    9.46422e+14    1.22695e+35    6.58352e+13    2.97361e-02    2.57540e+00    3.33877e+20    1.56865e+04    4.80426e+38    3.93612e+37    2.57030e+37    1.36582e+37    1.87249e-03    1.58385e-03    2.88647e-04    2.88647e-04
    2.44967e+05    9.46386e+14    1.22683e+35    6.58648e+13    2.97777e-02    2.57543e+00    3.33860e+20    1.57018e+04    4.80410e+38    3.93597e+37    2.57021e+37    1.36575e+37    1.87247e-03    1.58382e-03    2.88644e-04    2.88644e-04
    2.45083e+05    9.46349e+14    1.22670e+35    6.58945e+13    2.98193e-02    2.57545e+00    3.33842e+20    1.57171e+04    4.80394e+38    3.93581e+37    2.57013e+37    1.36568e+37    1.87244e-03    1.58380e-03    2.88640e-04    2.88640e-04
    2.45199e+05    9.46312e+14    1.22658e+35    6.59242e+13    2.98610e-02    2.57548e+00    3.33825e+20    1.57325e+04    4.80378e+38    3.93566e+37    2.57004e+37    1.36562e+37    1.87242e-03    1.58378e-03    2.88637e-04    2.88637e-04
    2.45315e+05    9.46276e+14    1.22646e+35    6.59539e+13    2.99027e-02    2.57550e+00    3.33808e+20    1.57478e+04    4.80361e+38    3.93550e+37    2.56996e+37    1.36555e+37    1.87240e-03    1.58376e-03    2.88634e-04    2.88634e-04
    2.45431e+05    9.46239e+14    1.22634e+35    6.59835e+13    2.99444e-02    2.57553e+00    3.33791e+20    1.57632e+04    4.80345e+38    3.93535e+37    2.56987e+37    1.36548e+37    1.87237e-03    1.58374e-03    2.88631e-04    2.88631e-04
    2.45547e+05    9.46202e+14    1.22621e+35    6.60132e+13    2.99862e-02    2.57555e+00    3.33774e+20    1.57785e+04    4.80329e+38    3.93519e+37    2.56978e+37    1.36541e+37    1.87235e-03    1.58372e-03    2.88628e-04    2.88628e-04
    2.45663e+05    9.46165e+14    1.22609e+35    6.60429e+13    3.00280e-02    2.57558e+00    3.33757e+20    1.57939e+04    4.80313e+38    3.93504e+37    2.56970e+37    1.36534e+37    1.87233e-03    1.58370e-03    2.88624e-04    2.88624e-04
    2.45779e+05    9.46129e+14    1.22597e+35    6.60725e+13    3.00699e-02    2.57560e+00    3.33739e+20    1.58093e+04    4.80297e+38    3.93488e+37    2.56961e+37    1.36527e+37    1.87230e-03    1.58368e-03    2.88621e-04    2.88621e-04
    2.45895e+05    9.46092e+14    1.22585e+35    6.61022e+13    3.01118e-02    2.57563e+00    3.33722e+20    1.58247e+04    4.80281e+38    3.93473e+37    2.56953e+37    1.36520e+37    1.87228e-03    1.58366e-03    2.88618e-04    2.88618e-04
    2.46011e+05    9.46055e+14    1.22572e+35    6.61318e+13    3.01537e-02    2.57565e+00    3.33705e+20    1.58401e+04    4.80265e+38    3.93457e+37    2.56944e+37    1.36513e+37    1.87226e-03    1.58364e-03    2.88615e-04    2.88615e-04
    2.46127e+05    9.46018e+14    1.22560e+35    6.61615e+13    3.01957e-02    2.57568e+00    3.33688e+20    1.58555e+04    4.80249e+38    3.93441e+37    2.56936e+37    1.36506e+37    1.87223e-03    1.58362e-03    2.88611e-04    2.88611e-04
    2.46243e+05    9.45981e+14    1.22548e+35    6.61911e+13    3.02377e-02    2.57570e+00    3.33671e+20    1.58709e+04    4.80233e+38    3.93426e+37    2.56927e+37    1.36499e+37    1.87221e-03    1.58360e-03    2.88608e-04    2.88608e-04
    2.46359e+05    9.45944e+14    1.22535e+35    6.62208e+13    3.02798e-02    2.57573e+00    3.33653e+20    1.58863e+04    4.80216e+38    3.93410e+37    2.56918e+37    1.36492e+37    1.87219e-03    1.58358e-03    2.88605e-04    2.88605e-04
    2.46475e+05    9.45907e+14    1.22523e+35    6.62504e+13    3.03218e-02    2.57575e+00    3.33636e+20    1.59017e+04    4.80200e+38    3.93395e+37    2.56910e+37    1.36485e+37    1.87216e-03    1.58356e-03    2.88602e-04    2.88602e-04
    2.46591e+05    9.45871e+14    1.22511e+35    6.62801e+13    3.03640e-02    2.57578e+00    3.33619e+20    1.59172e+04    4.80184e+38    3.93379e+37    2.56901e+37    1.36478e+37    1.87214e-03    1.58354e-03    2.88599e-04    2.88599e-04
    2.46707e+05    9.45834e+14    1.22499e+35    6.63097e+13    3.04061e-02    2.57580e+00    3.33602e+20    1.59326e+04    4.80168e+38    3.93364e+37    2.56892e+37    1.36471e+37    1.87211e-03    1.58352e-03    2.88595e-04    2.88595e-04
    2.46823e+05    9.45797e+14    1.22486e+35    6.63394e+13    3.04483e-02    2.57583e+00    3.33585e+20    1.59481e+04    4.80152e+38    3.93348e+37    2.56884e+37    1.36464e+37    1.87209e-03    1.58350e-03    2.88592e-04    2.88592e-04
    2.46939e+05    9.45760e+14    1.22474e+35    6.63690e+13    3.04906e-02    2.57585e+00    3.33567e+20    1.59635e+04    4.80136e+38    3.93332e+37    2.56875e+37    1.36457e+37    1.87207e-03    1.58348e-03    2.88589e-04    2.88589e-04
    2.47055e+05    9.45723e+14    1.22462e+35    6.63987e+13    3.05329e-02    2.57588e+00    3.33550e+20    1.59790e+04    4.80119e+38    3.93317e+37    2.56867e+37    1.36450e+37    1.87204e-03    1.58346e-03    2.88586e-04    2.88586e-04
    2.47171e+05    9.45686e+14    1.22449e+35    6.64283e+13    3.05752e-02    2.57590e+00    3.33533e+20    1.59945e+04    4.80103e+38    3.93301e+37    2.56858e+37    1.36443e+37    1.87202e-03    1.58344e-03    2.88582e-04    2.88582e-04
    2.47287e+05    9.45649e+14    1.22437e+35    6.64579e+13    3.06175e-02    2.57593e+00    3.33515e+20    1.60100e+04    4.80087e+38    3.93285e+37    2.56849e+37    1.36436e+37    1.87200e-03    1.58342e-03    2.88579e-04    2.88579e-04
    2.47403e+05    9.45612e+14    1.22425e+35    6.64876e+13    3.06599e-02    2.57595e+00    3.33498e+20    1.60255e+04    4.80071e+38    3.93270e+37    2.56841e+37    1.36429e+37    1.87197e-03    1.58340e-03    2.88576e-04    2.88576e-04
    2.47519e+05    9.45575e+14    1.22412e+35    6.65172e+13    3.07024e-02    2.57598e+00    3.33481e+20    1.60410e+04    4.80055e+38    3.93254e+37    2.56832e+37    1.36422e+37    1.87195e-03    1.58338e-03    2.88573e-04    2.88573e-04
    2.47635e+05    9.45537e+14    1.22400e+35    6.65468e+13    3.07448e-02    2.57600e+00    3.33464e+20    1.60565e+04    4.80038e+38    3.93239e+37    2.56823e+37    1.36415e+37    1.87192e-03    1.58335e-03    2.88569e-04    2.88569e-04
    2.47751e+05    9.45500e+14    1.22388e+35    6.65764e+13    3.07873e-02    2.57603e+00    3.33446e+20    1.60720e+04    4.80022e+38    3.93223e+37    2.56815e+37    1.36408e+37    1.87190e-03    1.58333e-03    2.88566e-04    2.88566e-04
    2.47867e+05    9.45463e+14    1.22375e+35    6.66061e+13    3.08299e-02    2.57605e+00    3.33429e+20    1.60875e+04    4.80006e+38    3.93207e+37    2.56806e+37    1.36401e+37    1.87188e-03    1.58331e-03    2.88563e-04    2.88563e-04
    2.47982e+05    9.45426e+14    1.22363e+35    6.66357e+13    3.08725e-02    2.57608e+00    3.33412e+20    1.61031e+04    4.79990e+38    3.93192e+37    2.56797e+37    1.36394e+37    1.87185e-03    1.58329e-03    2.88560e-04    2.88560e-04
